0.000000000000000000e+00,2.017359740000000000e+08
1.000000000000000000e+00,2.012744290000000000e+08
2.000000000000000000e+00,2.008138910000000000e+08
3.000000000000000000e+00,2.003543530000000000e+08
4.000000000000000000e+00,1.998958180000000000e+08
5.000000000000000000e+00,1.994382870000000000e+08
6.000000000000000000e+00,1.989817590000000000e+08
7.000000000000000000e+00,1.985262330000000000e+08
8.000000000000000000e+00,1.980717120000000000e+08
9.000000000000000000e+00,1.976181990000000000e+08
1.000000000000000000e+01,1.971656860000000000e+08
1.100000000000000000e+01,1.967141750000000000e+08
1.200000000000000000e+01,1.962636660000000000e+08
1.300000000000000000e+01,1.958141600000000000e+08
1.400000000000000000e+01,1.953656560000000000e+08
1.500000000000000000e+01,1.949181550000000000e+08
1.600000000000000000e+01,1.944716540000000000e+08
1.700000000000000000e+01,1.940261550000000000e+08
1.800000000000000000e+01,1.935816580000000000e+08
1.900000000000000000e+01,1.931381620000000000e+08
2.000000000000000000e+01,1.926956670000000000e+08
2.100000000000000000e+01,1.922541760000000000e+08
2.200000000000000000e+01,1.918136870000000000e+08
2.300000000000000000e+01,1.913741980000000000e+08
2.400000000000000000e+01,1.909357130000000000e+08
2.500000000000000000e+01,1.904982280000000000e+08
2.600000000000000000e+01,1.900617470000000000e+08
2.700000000000000000e+01,1.896262680000000000e+08
2.800000000000000000e+01,1.891917900000000000e+08
2.900000000000000000e+01,1.887583150000000000e+08
3.000000000000000000e+01,1.883258450000000000e+08
3.100000000000000000e+01,1.878943780000000000e+08
3.200000000000000000e+01,1.874639160000000000e+08
3.300000000000000000e+01,1.870344610000000000e+08
3.400000000000000000e+01,1.866060060000000000e+08
3.500000000000000000e+01,1.861785560000000000e+08
3.600000000000000000e+01,1.857521130000000000e+08
3.700000000000000000e+01,1.853266720000000000e+08
3.800000000000000000e+01,1.849022310000000000e+08
3.900000000000000000e+01,1.844787940000000000e+08
4.000000000000000000e+01,1.840563610000000000e+08
4.100000000000000000e+01,1.836349290000000000e+08
4.200000000000000000e+01,1.832144990000000000e+08
4.300000000000000000e+01,1.827950700000000000e+08
4.400000000000000000e+01,1.823766430000000000e+08
4.500000000000000000e+01,1.819592180000000000e+08
4.600000000000000000e+01,1.815427950000000000e+08
4.700000000000000000e+01,1.811273740000000000e+08
4.800000000000000000e+01,1.807129540000000000e+08
4.900000000000000000e+01,1.802995340000000000e+08
5.000000000000000000e+01,1.798871190000000000e+08
5.100000000000000000e+01,1.794757060000000000e+08
5.200000000000000000e+01,1.790652940000000000e+08
5.300000000000000000e+01,1.786558840000000000e+08
5.400000000000000000e+01,1.782474770000000000e+08
5.500000000000000000e+01,1.778400710000000000e+08
5.600000000000000000e+01,1.774336650000000000e+08
5.700000000000000000e+01,1.770282600000000000e+08
5.800000000000000000e+01,1.766238560000000000e+08
5.900000000000000000e+01,1.762204530000000000e+08
6.000000000000000000e+01,1.758180510000000000e+08
6.100000000000000000e+01,1.754166520000000000e+08
6.200000000000000000e+01,1.750162550000000000e+08
6.300000000000000000e+01,1.746168600000000000e+08
6.400000000000000000e+01,1.742184660000000000e+08
6.500000000000000000e+01,1.738210730000000000e+08
6.600000000000000000e+01,1.734246870000000000e+08
6.700000000000000000e+01,1.730293040000000000e+08
6.800000000000000000e+01,1.726349260000000000e+08
6.900000000000000000e+01,1.722415500000000000e+08
7.000000000000000000e+01,1.718491750000000000e+08
7.100000000000000000e+01,1.714578020000000000e+08
7.200000000000000000e+01,1.710674340000000000e+08
7.300000000000000000e+01,1.706780700000000000e+08
7.400000000000000000e+01,1.702897070000000000e+08
7.500000000000000000e+01,1.699023450000000000e+08
7.600000000000000000e+01,1.695159830000000000e+08
7.700000000000000000e+01,1.691306240000000000e+08
7.800000000000000000e+01,1.687462680000000000e+08
7.900000000000000000e+01,1.683629140000000000e+08
8.000000000000000000e+01,1.679805610000000000e+08
8.100000000000000000e+01,1.675992100000000000e+08
8.200000000000000000e+01,1.672188620000000000e+08
8.300000000000000000e+01,1.668395150000000000e+08
8.400000000000000000e+01,1.664611690000000000e+08
8.500000000000000000e+01,1.660838250000000000e+08
8.600000000000000000e+01,1.657074820000000000e+08
8.700000000000000000e+01,1.653321430000000000e+08
8.800000000000000000e+01,1.649578060000000000e+08
8.900000000000000000e+01,1.645844720000000000e+08
9.000000000000000000e+01,1.642121390000000000e+08
9.100000000000000000e+01,1.638408060000000000e+08
9.200000000000000000e+01,1.634704740000000000e+08
9.300000000000000000e+01,1.631011420000000000e+08
9.400000000000000000e+01,1.627328130000000000e+08
9.500000000000000000e+01,1.623654840000000000e+08
9.600000000000000000e+01,1.619991600000000000e+08
9.700000000000000000e+01,1.616338370000000000e+08
9.800000000000000000e+01,1.612695170000000000e+08
9.900000000000000000e+01,1.609061980000000000e+08
1.000000000000000000e+02,1.605438820000000000e+08
1.010000000000000000e+02,1.601825690000000000e+08
1.020000000000000000e+02,1.598222600000000000e+08
1.030000000000000000e+02,1.594629510000000000e+08
1.040000000000000000e+02,1.591046430000000000e+08
1.050000000000000000e+02,1.587473370000000000e+08
1.060000000000000000e+02,1.583910350000000000e+08
1.070000000000000000e+02,1.580357340000000000e+08
1.080000000000000000e+02,1.576814340000000000e+08
1.090000000000000000e+02,1.573281340000000000e+08
1.100000000000000000e+02,1.569758360000000000e+08
1.110000000000000000e+02,1.566245420000000000e+08
1.120000000000000000e+02,1.562742520000000000e+08
1.130000000000000000e+02,1.559249660000000000e+08
1.140000000000000000e+02,1.555766820000000000e+08
1.150000000000000000e+02,1.552294010000000000e+08
1.160000000000000000e+02,1.548831220000000000e+08
1.170000000000000000e+02,1.545378450000000000e+08
1.180000000000000000e+02,1.541935700000000000e+08
1.190000000000000000e+02,1.538502960000000000e+08
1.200000000000000000e+02,1.535080230000000000e+08
1.210000000000000000e+02,1.531667510000000000e+08
1.220000000000000000e+02,1.528264810000000000e+08
1.230000000000000000e+02,1.524872120000000000e+08
1.240000000000000000e+02,1.521489430000000000e+08
1.250000000000000000e+02,1.518116770000000000e+08
1.260000000000000000e+02,1.514754130000000000e+08
1.270000000000000000e+02,1.511401510000000000e+08
1.280000000000000000e+02,1.508058900000000000e+08
1.290000000000000000e+02,1.504726310000000000e+08
1.300000000000000000e+02,1.501403730000000000e+08
1.310000000000000000e+02,1.498091150000000000e+08
1.320000000000000000e+02,1.494788570000000000e+08
1.330000000000000000e+02,1.491496000000000000e+08
1.340000000000000000e+02,1.488213430000000000e+08
1.350000000000000000e+02,1.484940880000000000e+08
1.360000000000000000e+02,1.481678340000000000e+08
1.370000000000000000e+02,1.478425820000000000e+08
1.380000000000000000e+02,1.475183320000000000e+08
1.390000000000000000e+02,1.471950840000000000e+08
1.400000000000000000e+02,1.468728380000000000e+08
1.410000000000000000e+02,1.465515920000000000e+08
1.420000000000000000e+02,1.462313480000000000e+08
1.430000000000000000e+02,1.459121040000000000e+08
1.440000000000000000e+02,1.455938610000000000e+08
1.450000000000000000e+02,1.452766210000000000e+08
1.460000000000000000e+02,1.449603860000000000e+08
1.470000000000000000e+02,1.446451510000000000e+08
1.480000000000000000e+02,1.443309190000000000e+08
1.490000000000000000e+02,1.440176870000000000e+08
1.500000000000000000e+02,1.437054580000000000e+08
1.510000000000000000e+02,1.433942290000000000e+08
1.520000000000000000e+02,1.430840030000000000e+08
1.530000000000000000e+02,1.427747780000000000e+08
1.540000000000000000e+02,1.424665530000000000e+08
1.550000000000000000e+02,1.421593320000000000e+08
1.560000000000000000e+02,1.418531110000000000e+08
1.570000000000000000e+02,1.415478910000000000e+08
1.580000000000000000e+02,1.412436740000000000e+08
1.590000000000000000e+02,1.409404580000000000e+08
1.600000000000000000e+02,1.406382430000000000e+08
1.610000000000000000e+02,1.403370280000000000e+08
1.620000000000000000e+02,1.400368150000000000e+08
1.630000000000000000e+02,1.397376030000000000e+08
1.640000000000000000e+02,1.394393940000000000e+08
1.650000000000000000e+02,1.391421850000000000e+08
1.660000000000000000e+02,1.388459780000000000e+08
1.670000000000000000e+02,1.385507710000000000e+08
1.680000000000000000e+02,1.382565640000000000e+08
1.690000000000000000e+02,1.379633570000000000e+08
1.700000000000000000e+02,1.376711500000000000e+08
1.710000000000000000e+02,1.373799460000000000e+08
1.720000000000000000e+02,1.370897420000000000e+08
1.730000000000000000e+02,1.368005410000000000e+08
1.740000000000000000e+02,1.365123400000000000e+08
1.750000000000000000e+02,1.362251390000000000e+08
1.760000000000000000e+02,1.359389390000000000e+08
1.770000000000000000e+02,1.356537410000000000e+08
1.780000000000000000e+02,1.353695440000000000e+08
1.790000000000000000e+02,1.350863490000000000e+08
1.800000000000000000e+02,1.348041540000000000e+08
1.810000000000000000e+02,1.345229590000000000e+08
1.820000000000000000e+02,1.342427650000000000e+08
1.830000000000000000e+02,1.339635750000000000e+08
1.840000000000000000e+02,1.336853870000000000e+08
1.850000000000000000e+02,1.334082010000000000e+08
1.860000000000000000e+02,1.331320160000000000e+08
1.870000000000000000e+02,1.328568330000000000e+08
1.880000000000000000e+02,1.325826500000000000e+08
1.890000000000000000e+02,1.323094680000000000e+08
1.900000000000000000e+02,1.320372870000000000e+08
1.910000000000000000e+02,1.317661060000000000e+08
1.920000000000000000e+02,1.314959270000000000e+08
1.930000000000000000e+02,1.312267480000000000e+08
1.940000000000000000e+02,1.309585720000000000e+08
1.950000000000000000e+02,1.306913980000000000e+08
1.960000000000000000e+02,1.304252240000000000e+08
1.970000000000000000e+02,1.301600520000000000e+08
1.980000000000000000e+02,1.298958800000000000e+08
1.990000000000000000e+02,1.296327080000000000e+08
2.000000000000000000e+02,1.293705360000000000e+08
2.010000000000000000e+02,1.291093650000000000e+08
2.020000000000000000e+02,1.288491940000000000e+08
2.030000000000000000e+02,1.285900230000000000e+08
2.040000000000000000e+02,1.283318530000000000e+08
2.050000000000000000e+02,1.280746840000000000e+08
2.060000000000000000e+02,1.278185160000000000e+08
2.070000000000000000e+02,1.275633490000000000e+08
2.080000000000000000e+02,1.273091860000000000e+08
2.090000000000000000e+02,1.270560240000000000e+08
2.100000000000000000e+02,1.268038630000000000e+08
2.110000000000000000e+02,1.265527020000000000e+08
2.120000000000000000e+02,1.263025410000000000e+08
2.130000000000000000e+02,1.260533810000000000e+08
2.140000000000000000e+02,1.258052230000000000e+08
2.150000000000000000e+02,1.255580660000000000e+08
2.160000000000000000e+02,1.253119130000000000e+08
2.170000000000000000e+02,1.250667620000000000e+08
2.180000000000000000e+02,1.248226120000000000e+08
2.190000000000000000e+02,1.245794640000000000e+08
2.200000000000000000e+02,1.243373160000000000e+08
2.210000000000000000e+02,1.240961690000000000e+08
2.220000000000000000e+02,1.238560230000000000e+08
2.230000000000000000e+02,1.236168780000000000e+08
2.240000000000000000e+02,1.233787340000000000e+08
2.250000000000000000e+02,1.231415900000000000e+08
2.260000000000000000e+02,1.229054470000000000e+08
2.270000000000000000e+02,1.226703060000000000e+08
2.280000000000000000e+02,1.224361650000000000e+08
2.290000000000000000e+02,1.222030240000000000e+08
2.300000000000000000e+02,1.219708850000000000e+08
2.310000000000000000e+02,1.217397460000000000e+08
2.320000000000000000e+02,1.215096080000000000e+08
2.330000000000000000e+02,1.212804700000000000e+08
2.340000000000000000e+02,1.210523320000000000e+08
2.350000000000000000e+02,1.208251960000000000e+08
2.360000000000000000e+02,1.205990610000000000e+08
2.370000000000000000e+02,1.203739270000000000e+08
2.380000000000000000e+02,1.201497940000000000e+08
2.390000000000000000e+02,1.199266620000000000e+08
2.400000000000000000e+02,1.197045310000000000e+08
2.410000000000000000e+02,1.194834000000000000e+08
2.420000000000000000e+02,1.192632690000000000e+08
2.430000000000000000e+02,1.190441390000000000e+08
2.440000000000000000e+02,1.188260090000000000e+08
2.450000000000000000e+02,1.186088800000000000e+08
2.460000000000000000e+02,1.183927520000000000e+08
2.470000000000000000e+02,1.181776260000000000e+08
2.480000000000000000e+02,1.179635010000000000e+08
2.490000000000000000e+02,1.177503780000000000e+08
2.500000000000000000e+02,1.175382550000000000e+08
2.510000000000000000e+02,1.173271320000000000e+08
2.520000000000000000e+02,1.171170110000000000e+08
2.530000000000000000e+02,1.169078910000000000e+08
2.540000000000000000e+02,1.166997710000000000e+08
2.550000000000000000e+02,1.164926520000000000e+08
2.560000000000000000e+02,1.162865330000000000e+08
2.570000000000000000e+02,1.160814160000000000e+08
2.580000000000000000e+02,1.158772990000000000e+08
2.590000000000000000e+02,1.156741850000000000e+08
2.600000000000000000e+02,1.154720730000000000e+08
2.610000000000000000e+02,1.152709620000000000e+08
2.620000000000000000e+02,1.150708520000000000e+08
